CustomerID,Recency,Frequency,Monetary,Country,R_Score,F_Score,M_Score,RFM_Score,RFM_Total
13405,74,6,1213.811,United Kingdom,3,4,3,343,10
13406,427,2,568.92,United Kingdom,1,2,2,122,5
13407,579,3,2244.7,United Kingdom,1,3,4,134,8
13408,2,106,51733.462,United Kingdom,5,5,5,555,15
13410,24,9,2201.96,United Kingdom,4,5,4,454,13
13411,107,1,213.55,United Kingdom,3,1,1,311,5
13412,620,1,487.34999999999997,United Kingdom,1,1,2,112,4
13413,640,6,429.44,United Kingdom,1,4,2,142,7
13414,134,6,2494.14,United Kingdom,3,4,4,344,11
13415,473,4,800.67,United Kingdom,1,3,3,133,7
13416,44,3,940.8000000000001,United Kingdom,4,3,3,433,10
13417,5,6,1669.49,United Kingdom,5,4,4,544,13
13418,12,31,12233.6,United Kingdom,5,5,5,555,15
13419,64,1,221.06,United Kingdom,3,1,1,311,5
13420,150,2,159.85,United Kingdom,3,2,1,321,6
13421,40,8,4103.12,United Kingdom,4,4,5,445,13
13422,64,1,2626.3,United Kingdom,3,1,4,314,8
13423,429,1,217.03,United Kingdom,1,1,1,111,3
13424,450,1,572.77,United Kingdom,1,1,2,112,4
13425,108,5,3403.63,United Kingdom,3,4,5,345,12
13426,1,22,8167.38,United Kingdom,5,5,5,555,15
13427,19,6,1006.53,United Kingdom,5,4,3,543,12
13428,10,3,499.98,United Kingdom,5,3,2,532,10
13429,11,4,1006.8,United Kingdom,5,3,3,533,11
13430,19,2,679.45,United Kingdom,5,2,3,523,10
13431,67,8,3316.24,United Kingdom,3,4,5,345,12
13432,571,2,439.1,United Kingdom,1,2,2,122,5
13433,501,4,658.3199999999999,United Kingdom,1,3,3,133,7
13434,74,5,1666.8600000000001,United Kingdom,3,4,4,344,11
13435,5,9,4475.2300000000005,United Kingdom,5,5,5,555,15
13436,2,1,196.89,United Kingdom,5,1,1,511,7
13437,14,7,3408.06,United Kingdom,5,4,5,545,14
13438,547,1,46.5,United Kingdom,1,1,1,111,3
13439,255,3,986.61,United Kingdom,2,3,3,233,8
13440,423,7,1295.25,United Kingdom,1,4,4,144,9
13441,92,2,720.9,United Kingdom,3,2,3,323,8
13442,667,3,419.87,United Kingdom,1,3,2,132,6
13443,449,6,1280.16,United Kingdom,1,4,4,144,9
13444,374,2,631.6800000000001,United Kingdom,2,2,3,223,7
13445,626,1,241.89999999999998,United Kingdom,1,1,1,111,3
13446,430,11,3881.89,United Kingdom,1,5,5,155,11
13447,23,3,1129.14,United Kingdom,4,3,3,433,10
13448,17,13,9240.87,United Kingdom,5,5,5,555,15
13449,24,1,291.88,United Kingdom,4,1,2,412,7
13450,27,13,4120.04,United Kingdom,4,5,5,455,14
13451,26,11,7190.92,United Kingdom,4,5,5,455,14
13452,259,3,729.8,United Kingdom,2,3,3,233,8
13453,166,3,781.6899999999999,United Kingdom,3,3,3,333,9
13454,641,1,219.87,United Kingdom,1,1,1,111,3
13455,25,6,2905.93,United Kingdom,4,4,4,444,12
13456,18,6,1766.72,United Kingdom,5,4,4,544,13
13457,689,2,148.22,United Kingdom,1,2,1,121,4
13458,7,16,11959.27,United Kingdom,5,5,5,555,15
13459,625,2,1160.4099999999999,United Kingdom,1,2,3,123,6
13460,29,2,183.44,United Kingdom,4,2,1,421,7
13461,39,6,4160.0,United Kingdom,4,4,5,445,13
13462,253,5,1153.85,United Kingdom,2,4,3,243,9
13464,58,6,3097.64,United Kingdom,4,4,5,445,13
13465,446,2,931.12,United Kingdom,1,2,3,123,6
13466,184,5,1013.35,United Kingdom,3,4,3,343,10
13467,11,2,1083.71,United Kingdom,5,2,3,523,10
13468,2,72,13390.51,United Kingdom,5,5,5,555,15
13469,653,1,82.4,United Kingdom,1,1,1,111,3
13470,99,2,165.0,United Kingdom,3,2,1,321,6
13471,1,4,2531.58,United Kingdom,5,3,4,534,12
13472,464,2,592.24,United Kingdom,1,2,2,122,5
13473,61,8,2657.7599999999998,United Kingdom,3,4,4,344,11
13474,236,3,663.79,United Kingdom,2,3,3,233,8
13475,191,4,1431.78,United Kingdom,2,3,4,234,9
13476,179,5,2061.4700000000003,United Kingdom,3,4,4,344,11
13477,38,11,2834.17,United Kingdom,4,5,4,454,13
13478,469,5,2215.78,United Kingdom,1,4,4,144,9
13479,201,4,851.37,United Kingdom,2,3,3,233,8
13480,417,2,627.82,United Kingdom,1,2,3,123,6
13481,46,11,3830.84,United Kingdom,4,5,5,455,14
13482,232,2,336.09,United Kingdom,2,2,2,222,6
13483,66,1,140.34,United Kingdom,3,1,1,311,5
13484,241,3,790.72,United Kingdom,2,3,3,233,8
13485,233,11,3019.2200000000003,United Kingdom,2,5,5,255,12
13486,78,3,1122.41,United Kingdom,3,3,3,333,9
13487,58,5,846.87,United Kingdom,4,4,3,443,11
13488,17,23,15587.88,United Kingdom,5,5,5,555,15
13489,105,4,449.52,United Kingdom,3,3,2,332,8
13490,654,1,154.25,United Kingdom,1,1,1,111,3
13491,52,27,4566.56,United Kingdom,4,5,5,455,14
13492,136,3,1269.84,Switzerland,3,3,4,334,10
13493,275,2,618.63,Switzerland,2,2,3,223,7
13494,312,1,316.26000000000005,United Kingdom,2,1,2,212,5
13495,8,10,5374.26,United Kingdom,5,5,5,555,15
13496,11,2,653.33,United Kingdom,5,2,3,523,10
13497,283,6,1320.33,United Kingdom,2,4,4,244,10
13498,730,1,327.38,United Kingdom,1,1,2,112,4
13499,18,5,1159.11,United Kingdom,5,4,3,543,12
13500,23,4,1466.3,United Kingdom,4,3,4,434,11
13501,288,3,2885.11,Switzerland,2,3,4,234,9
13502,17,5,780.5,United Kingdom,5,4,3,543,12
13503,71,6,1905.39,United Kingdom,3,4,4,344,11
13504,64,1,295.93,United Kingdom,3,1,2,312,6
13505,73,4,4393.63,Switzerland,3,3,5,335,11
13506,316,5,1639.2,United Kingdom,2,4,4,244,10
13507,3,4,2479.16,United Kingdom,5,3,4,534,12
13508,244,2,287.05,United Kingdom,2,2,1,221,5
13509,9,8,1114.72,United Kingdom,5,4,3,543,12
13510,1,11,4558.29,United Kingdom,5,5,5,555,15
13511,677,1,282.76,United Kingdom,1,1,1,111,3
13512,261,4,713.39,United Kingdom,2,3,3,233,8
13513,127,3,824.59,United Kingdom,3,3,3,333,9
13514,74,4,815.9000000000001,United Kingdom,3,3,3,333,9
13515,73,6,1265.82,United Kingdom,3,4,4,344,11
13516,21,4,1685.26,United Kingdom,4,3,4,434,11
13517,60,3,2128.42,United Kingdom,3,3,4,334,10
13518,86,1,659.4399999999999,United Kingdom,3,1,3,313,7
13519,78,2,343.21,United Kingdom,3,2,2,322,7
13520,59,11,6909.4,Switzerland,4,5,5,455,14
13521,1,3,1093.65,United Kingdom,5,3,3,533,11
13522,30,1,125.80000000000001,United Kingdom,4,1,1,411,6
13523,33,6,5101.52,United Kingdom,4,4,5,445,13
13524,41,5,680.1800000000001,United Kingdom,4,4,3,443,11
13525,15,2,628.78,United Kingdom,5,2,3,523,10
13526,738,2,1182.0,United Kingdom,1,2,3,123,6
13527,34,12,4683.74,United Kingdom,4,5,5,455,14
13529,79,2,307.76,United Kingdom,3,2,2,322,7
13530,634,1,402.97999999999996,United Kingdom,1,1,2,112,4
13531,205,6,1738.52,United Kingdom,2,4,4,244,10
13532,34,1,210.31,United Kingdom,4,1,1,411,6
13533,183,3,270.79,United Kingdom,3,3,1,331,7
13534,2,35,7720.9,United Kingdom,5,5,5,555,15
13535,403,1,89.5,United Kingdom,2,1,1,211,4
13536,1,7,3448.29,United Kingdom,5,4,5,545,14
13537,426,2,717.85,United Kingdom,1,2,3,123,6
13538,43,12,3112.73,United Kingdom,4,5,5,455,14
13539,86,7,1569.3600000000001,United Kingdom,3,4,4,344,11
13540,467,3,632.39,United Kingdom,1,3,3,133,7
13541,427,2,785.25,United Kingdom,1,2,3,123,6
13542,377,17,4006.17,United Kingdom,2,5,5,255,12
13543,634,2,1439.6100000000001,United Kingdom,1,2,4,124,7
13544,40,6,829.0,United Kingdom,4,4,3,443,11
13545,391,2,374.64,United Kingdom,2,2,2,222,6
13546,12,5,1092.14,United Kingdom,5,4,3,543,12
13547,408,1,175.53,United Kingdom,2,1,1,211,4
13548,96,3,908.99,United Kingdom,3,3,3,333,9
13549,26,8,1005.8,United Kingdom,4,4,3,443,11
13550,383,1,349.51,United Kingdom,2,1,2,212,5
13551,319,2,244.2,United Kingdom,2,2,1,221,5
13552,66,22,6978.92,United Kingdom,3,5,5,355,13
13553,675,1,517.8,United Kingdom,1,1,2,112,4
13554,380,7,1638.28,United Kingdom,2,4,4,244,10
13555,74,13,8999.19,United Kingdom,3,5,5,355,13
13556,429,2,200.82,United Kingdom,1,2,1,121,4
13557,28,13,3032.26,United Kingdom,4,5,5,455,14
13558,6,4,605.06,United Kingdom,5,3,2,532,10
13559,513,2,990.0,United Kingdom,1,2,3,123,6
13560,7,1,174.37,United Kingdom,5,1,1,511,7
13561,216,11,1820.72,United Kingdom,2,5,4,254,11
13562,82,8,4838.18,United Kingdom,3,4,5,345,12
13563,84,2,777.53,United Kingdom,3,2,3,323,8
13564,144,37,17249.55,United Kingdom,3,5,5,355,13
13565,19,3,414.8,United Kingdom,5,3,2,532,10
13566,41,5,1708.1200000000001,United Kingdom,4,4,4,444,12
13567,428,4,1083.69,United Kingdom,1,3,3,133,7
13568,173,1,192.85,United Kingdom,3,1,1,311,5
13569,17,4,893.78,United Kingdom,5,3,3,533,11
13570,243,1,239.49,United Kingdom,2,1,1,211,4
13571,13,26,4546.54,United Kingdom,5,5,5,555,15
13572,206,1,1384.25,United Kingdom,2,1,4,214,7
13573,50,6,916.47,United Kingdom,4,4,3,443,11
13574,411,1,421.25,United Kingdom,1,1,2,112,4
13575,23,5,732.0699999999999,United Kingdom,4,4,3,443,11
13576,10,28,11551.74,United Kingdom,5,5,5,555,15
13577,25,11,3489.28,United Kingdom,4,5,5,455,14
13578,409,1,147.66,United Kingdom,2,1,1,211,4
13579,15,5,1539.04,United Kingdom,5,4,4,544,13
13580,406,1,107.75,United Kingdom,2,1,1,211,4
13581,309,2,280.53000000000003,United Kingdom,2,2,1,221,5
13582,390,2,241.68,United Kingdom,2,2,1,221,5
13583,156,2,1445.031,United Kingdom,3,2,4,324,9
13584,307,3,392.45,United Kingdom,2,3,2,232,7
13585,531,3,684.54,United Kingdom,1,3,3,133,7
13586,541,1,131.53,United Kingdom,1,1,1,111,3
13587,64,4,1673.5,United Kingdom,3,3,4,334,10
13588,16,9,2478.95,United Kingdom,5,5,4,554,14
13589,15,6,1120.74,United Kingdom,5,4,3,543,12
13590,11,18,6349.59,United Kingdom,5,5,5,555,15
13591,65,7,2093.94,United Kingdom,3,4,4,344,11
13592,36,4,247.95999999999998,United Kingdom,4,3,1,431,8
13593,108,14,5523.6900000000005,United Kingdom,3,5,5,355,13
13594,53,2,533.32,United Kingdom,4,2,2,422,8
13595,517,3,818.22,United Kingdom,1,3,3,133,7
13596,6,2,697.04,United Kingdom,5,2,3,523,10
13597,400,2,396.71,United Kingdom,2,2,2,222,6
13598,47,5,789.59,United Kingdom,4,4,3,443,11
13599,1,33,10167.630000000001,United Kingdom,5,5,5,555,15
13600,312,2,518.42,United Kingdom,2,2,2,222,6
13601,45,4,1185.14,United Kingdom,4,3,3,433,10
13602,65,4,1025.17,United Kingdom,3,3,3,333,9
13603,26,1,164.34,United Kingdom,4,1,1,411,6
13604,659,1,717.62,United Kingdom,1,1,3,113,5
13605,387,2,522.67,United Kingdom,2,2,2,222,6
13606,29,3,280.53999999999996,United Kingdom,4,3,1,431,8
13607,40,2,1078.31,United Kingdom,4,2,3,423,9
13608,541,1,236.2,United Kingdom,1,1,1,111,3
13609,593,1,167.35,United Kingdom,1,1,1,111,3
13610,12,14,2175.88,United Kingdom,5,5,4,554,14
13611,89,10,3319.53,United Kingdom,3,5,5,355,13
13612,633,1,818.29,United Kingdom,1,1,3,113,5
13613,453,5,1039.8500000000001,United Kingdom,1,4,3,143,8
13614,24,6,2359.19,United Kingdom,4,4,4,444,12
13615,319,8,6272.53,United Kingdom,2,4,5,245,11
13616,568,2,288.1,United Kingdom,1,2,1,121,4
13617,40,8,1278.75,United Kingdom,4,4,4,444,12
13618,174,1,177.34,United Kingdom,3,1,1,311,5
13619,545,2,231.69,United Kingdom,1,2,1,121,4
13620,528,1,112.34,United Kingdom,1,1,1,111,3
13621,117,1,213.85,United Kingdom,3,1,1,311,5
13622,696,1,658.95,United Kingdom,1,1,3,113,5
13623,31,10,2566.49,United Kingdom,4,5,4,454,13
13624,388,1,462.08,United Kingdom,2,1,2,212,5
13625,597,1,301.26,United Kingdom,1,1,2,112,4
13626,253,2,707.04,United Kingdom,2,2,3,223,7
13627,59,7,2245.9,United Kingdom,4,4,4,444,12
13628,676,1,310.14,United Kingdom,1,1,2,112,4
13629,23,19,13370.86,United Kingdom,4,5,5,455,14
13630,5,7,2031.78,United Kingdom,5,4,4,544,13
13631,100,11,3070.42,United Kingdom,3,5,5,355,13
13632,25,8,3648.15,United Kingdom,4,4,5,445,13
13634,33,16,5073.47,United Kingdom,4,5,5,455,14
13635,68,4,2999.16,United Kingdom,3,3,5,335,11
13636,37,5,949.12,United Kingdom,4,4,3,443,11
13637,52,3,810.5,United Kingdom,4,3,3,433,10
13638,16,1,122.64,United Kingdom,5,1,1,511,7
13639,74,2,1346.27,United Kingdom,3,2,4,324,9
13640,611,1,405.0,United Kingdom,1,1,2,112,4
13641,641,5,1016.47,United Kingdom,1,4,3,143,8
13642,216,4,514.72,United Kingdom,2,3,2,232,7
13643,31,10,2156.77,United Kingdom,4,5,4,454,13
13644,16,4,2624.26,United Kingdom,5,3,4,534,12
13645,120,1,252.1,United Kingdom,3,1,1,311,5
13646,400,2,326.25,United Kingdom,2,2,2,222,6
13647,10,8,3071.68,United Kingdom,5,4,5,545,14
13648,400,8,1764.02,United Kingdom,2,4,4,244,10
13649,257,6,1678.88,United Kingdom,2,4,4,244,10
13650,17,10,3288.0,United Kingdom,5,5,5,555,15
13651,35,3,226.85,United Kingdom,4,3,1,431,8
13652,46,5,2570.85,United Kingdom,4,4,4,444,12
13653,488,1,152.2,United Kingdom,1,1,1,111,3
13654,43,11,6308.0,United Kingdom,4,5,5,455,14
13655,114,6,2280.51,United Kingdom,3,4,4,344,11
13656,165,4,1078.85,United Kingdom,3,3,3,333,9
13657,11,2,382.14,United Kingdom,5,2,2,522,9
13658,10,9,6025.5,United Kingdom,5,5,5,555,15
13659,206,12,4894.88,United Kingdom,2,5,5,255,12
13660,400,1,314.59,United Kingdom,2,1,2,212,5
13661,603,1,325.24,United Kingdom,1,1,2,112,4
13662,86,11,2250.11,United Kingdom,3,5,4,354,12
13663,179,5,2047.51,United Kingdom,3,4,4,344,11
13665,386,3,1711.6599999999999,United Kingdom,2,3,4,234,9
13666,60,5,127.89999999999999,United Kingdom,3,4,1,341,8
13667,149,1,305.02,United Kingdom,3,1,2,312,6
13668,3,35,13089.94,United Kingdom,5,5,5,555,15
13669,51,3,413.55,United Kingdom,4,3,2,432,9
13670,75,1,349.7,United Kingdom,3,1,2,312,6
13671,395,1,194.95,United Kingdom,2,1,1,211,4
13672,301,3,419.92,United Kingdom,2,3,2,232,7
13673,19,2,396.92,United Kingdom,5,2,2,522,9
13674,433,1,240.68,United Kingdom,1,1,1,111,3
13675,151,2,486.82000000000005,United Kingdom,3,2,2,322,7
13676,539,2,243.9,United Kingdom,1,2,1,121,4
13677,405,2,556.1899999999999,United Kingdom,2,2,2,222,6
13678,152,1,232.6,United Kingdom,3,1,1,311,5
13679,494,3,281.26,United Kingdom,1,3,1,131,5
13680,1,12,11435.67,United Kingdom,5,5,5,555,15
13681,18,4,827.83,United Kingdom,5,3,3,533,11
13682,187,1,59.5,United Kingdom,3,1,1,311,5
13683,458,1,258.6,United Kingdom,1,1,1,111,3
13684,286,4,596.98,United Kingdom,2,3,2,232,7
13685,3,7,3119.44,United Kingdom,5,4,5,545,14
13686,183,3,409.04,United Kingdom,3,3,2,332,8
13687,438,1,11880.84,United Kingdom,1,1,5,115,7
13688,635,1,375.5,United Kingdom,1,1,2,112,4
13689,63,2,1259.5,United Kingdom,3,2,4,324,9
13690,59,1,172.25,United Kingdom,4,1,1,411,6
13691,396,1,212.78,United Kingdom,2,1,1,211,4
13692,25,5,3114.4,United Kingdom,4,4,5,445,13
13693,374,9,2011.82,United Kingdom,2,5,4,254,11
13694,4,143,196482.81,United Kingdom,5,5,5,555,15
13695,31,16,2770.73,United Kingdom,4,5,4,454,13
13696,422,3,2020.4,United Kingdom,1,3,4,134,8
13697,39,1,151.29999999999998,United Kingdom,4,1,1,411,6
13698,597,2,465.53000000000003,United Kingdom,1,2,2,122,5
13699,155,2,764.15,United Kingdom,3,2,3,323,8
13700,26,13,2613.46,United Kingdom,4,5,4,454,13
13701,447,1,161.0,United Kingdom,1,1,1,111,3
13702,446,1,135.18,United Kingdom,1,1,1,111,3
13703,318,2,425.56,United Kingdom,2,2,2,222,6
13704,5,9,2308.06,United Kingdom,5,5,4,554,14
13705,8,7,2035.33,United Kingdom,5,4,4,544,13
13706,303,2,631.17,United Kingdom,2,2,3,223,7
13707,267,5,3365.86,United Kingdom,2,4,5,245,11
13708,271,1,296.88,United Kingdom,2,1,2,212,5
13709,4,18,7591.75,United Kingdom,5,5,5,555,15
13710,32,3,509.52,United Kingdom,4,3,2,432,9
13711,219,9,1792.26,United Kingdom,2,5,4,254,11
13712,247,2,766.42,United Kingdom,2,2,3,223,7
13713,408,3,743.26,United Kingdom,2,3,3,233,8
13714,465,1,161.35,United Kingdom,1,1,1,111,3
13715,281,17,8483.29,United Kingdom,2,5,5,255,12
13716,269,1,138.28,United Kingdom,2,1,1,211,4
13717,32,8,1763.3,United Kingdom,4,4,4,444,12
13718,246,2,306.55,United Kingdom,2,2,2,222,6
13719,15,11,2815.25,United Kingdom,5,5,4,554,14
13720,117,4,799.9,United Kingdom,3,3,3,333,9
13721,36,2,741.54,United Kingdom,4,2,3,423,9
13722,132,10,5635.41,United Kingdom,3,5,5,355,13
13723,217,6,1209.2,United Kingdom,2,4,3,243,9
13724,637,1,213.01,United Kingdom,1,1,1,111,3
13725,50,8,1980.56,United Kingdom,4,4,4,444,12
13726,39,2,1079.6599999999999,United Kingdom,4,2,3,423,9
13727,29,8,1080.05,United Kingdom,4,4,3,443,11
13728,37,16,2855.17,United Kingdom,4,5,4,454,13
13729,436,3,724.73,United Kingdom,1,3,3,133,7
13730,136,2,752.6,United Kingdom,3,2,3,323,8
13731,219,2,610.59,United Kingdom,2,2,2,222,6
13732,28,1,491.86,United Kingdom,4,1,2,412,7
13733,411,2,487.03000000000003,United Kingdom,1,2,2,122,5
13734,509,4,6701.640000000001,United Kingdom,1,3,5,135,9
13735,25,13,9813.22,United Kingdom,4,5,5,455,14
13736,5,7,2766.21,United Kingdom,5,4,4,544,13
13737,200,1,339.59999999999997,United Kingdom,2,1,2,212,5
13738,396,1,440.93,United Kingdom,2,1,2,212,5
13739,18,2,292.2,United Kingdom,5,2,2,522,9
13740,241,5,1597.77,United Kingdom,2,4,4,244,10
13741,72,3,668.4300000000001,United Kingdom,3,3,3,333,9
13742,17,12,3131.02,United Kingdom,5,5,5,555,15
13743,3,7,1341.6,United Kingdom,5,4,4,544,13
13744,95,2,1156.36,United Kingdom,3,2,3,323,8
13745,162,2,777.36,United Kingdom,3,2,3,323,8
13746,414,1,176.69,United Kingdom,1,1,1,111,3
13747,374,2,249.39999999999998,United Kingdom,2,2,1,221,5
13748,96,9,2268.35,United Kingdom,3,5,4,354,12
13750,54,11,3602.1800000000003,United Kingdom,4,5,5,455,14
13751,288,1,296.25,United Kingdom,2,1,2,212,5
13752,124,7,1590.73,United Kingdom,3,4,4,344,11
13753,288,4,2094.57,United Kingdom,2,3,4,234,9
13754,152,3,447.05,United Kingdom,3,3,2,332,8
13755,4,9,2161.35,United Kingdom,5,5,4,554,14
13756,2,23,9207.5,United Kingdom,5,5,5,555,15
13757,675,1,195.55,United Kingdom,1,1,1,111,3
13758,12,15,9416.98,United Kingdom,5,5,5,555,15
13759,33,2,659.4100000000001,United Kingdom,4,2,3,423,9
13760,54,5,1363.6399999999999,United Kingdom,4,4,4,444,12
13761,50,6,1952.17,United Kingdom,4,4,4,444,12
13762,219,5,2472.48,United Kingdom,2,4,4,244,10
13763,63,3,5217.4400000000005,United Kingdom,3,3,5,335,11
13764,71,6,2953.26,United Kingdom,3,4,4,344,11
13765,653,1,352.821,United Kingdom,1,1,2,112,4
13766,495,1,190.35,United Kingdom,1,1,1,111,3
13767,2,73,35540.53,United Kingdom,5,5,5,555,15
13768,727,2,875.97,United Kingdom,1,2,3,123,6
13769,2,20,5800.42,United Kingdom,5,5,5,555,15
13770,422,4,785.37,United Kingdom,1,3,3,133,7
13771,64,9,5728.82,United Kingdom,3,5,5,355,13
13772,34,8,3114.22,United Kingdom,4,4,5,445,13
13773,397,2,301.54,United Kingdom,2,2,2,222,6
13774,82,1,345.0,United Kingdom,3,1,2,312,6
13775,591,1,1049.66,United Kingdom,1,1,3,113,5
13776,428,2,623.98,United Kingdom,1,2,3,123,6
13777,1,61,56478.42,United Kingdom,5,5,5,555,15
13778,103,4,1124.49,United Kingdom,3,3,3,333,9
13779,516,1,161.13,United Kingdom,1,1,1,111,3
13780,7,3,735.82,United Kingdom,5,3,3,533,11
13781,251,3,778.83,United Kingdom,2,3,3,233,8
13782,13,13,1793.72,United Kingdom,5,5,4,554,14
13783,488,4,1542.09,United Kingdom,1,3,4,134,8
13784,10,14,2910.23,United Kingdom,5,5,4,554,14
13785,429,4,542.49,United Kingdom,1,3,2,132,6
13786,367,6,3358.94,United Kingdom,2,4,5,245,11
13787,76,6,1222.5,United Kingdom,3,4,3,343,10
13788,505,1,3.75,United Kingdom,1,1,1,111,3
13789,388,1,239.45999999999998,United Kingdom,2,1,1,211,4
13790,4,1,348.8,United Kingdom,5,1,2,512,8
13791,128,2,1516.0,United Kingdom,3,2,4,324,9
13792,66,3,383.95,United Kingdom,3,3,2,332,8
13793,647,1,96.0,United Kingdom,1,1,1,111,3
13794,547,1,126.03,United Kingdom,1,1,1,111,3
13795,388,4,836.3,United Kingdom,2,3,3,233,8
13796,499,1,289.7,United Kingdom,1,1,1,111,3
13797,437,3,1179.45,United Kingdom,1,3,3,133,7
13798,1,110,75836.87,United Kingdom,5,5,5,555,15
13799,117,9,2803.57,United Kingdom,3,5,4,354,12
13800,310,3,1679.56,United Kingdom,2,3,4,234,9
13801,67,1,324.8,United Kingdom,3,1,2,312,6
13802,139,19,26259.11,United Kingdom,3,5,5,355,13
13803,255,3,1338.91,United Kingdom,2,3,4,234,9
13804,31,9,3208.52,United Kingdom,4,5,5,455,14
13805,52,2,924.6,United Kingdom,4,2,3,423,9
13806,64,1,256.38,United Kingdom,3,1,1,311,5
13807,367,3,534.8,United Kingdom,2,3,2,232,7
13808,6,5,1747.66,United Kingdom,5,4,4,544,13
13809,305,3,679.7,Cyprus,2,3,3,233,8
13810,29,3,1499.01,Germany,4,3,4,434,11
13811,184,3,814.5,Germany,3,3,3,333,9
13812,42,3,539.0,Germany,4,3,2,432,9
13813,40,8,2765.47,Germany,4,4,4,444,12
13814,92,3,2257.32,Germany,3,3,4,334,10
13815,22,8,7475.74,Germany,4,4,5,445,13
13816,24,2,571.6700000000001,Germany,4,2,2,422,8
13817,29,2,382.98,Germany,4,2,2,422,8
13818,430,1,61.28,United Kingdom,1,1,1,111,3
13819,302,6,2642.35,United Kingdom,2,4,4,244,10
13820,418,3,660.65,United Kingdom,1,3,3,133,7
13821,145,6,1410.73,United Kingdom,3,4,4,344,11
13822,6,2,632.0,United Kingdom,5,2,3,523,10
13823,19,7,3403.4500000000003,United Kingdom,5,4,5,545,14
13824,33,12,3314.76,United Kingdom,4,5,5,455,14
13825,622,2,255.59,United Kingdom,1,2,1,121,4
13826,176,1,189.5,United Kingdom,3,1,1,311,5
13827,58,3,412.05,United Kingdom,4,3,2,432,9
13828,22,1,209.49,United Kingdom,4,1,1,411,6
13829,421,1,102.0,United Kingdom,1,1,1,111,3
13830,582,1,156.85000000000002,United Kingdom,1,1,1,111,3
13831,16,18,7023.58,United Kingdom,5,5,5,555,15
13832,19,2,613.6899999999999,United Kingdom,5,2,2,522,9
13833,159,2,701.36,United Kingdom,3,2,3,323,8
13834,577,2,324.19,United Kingdom,1,2,2,122,5
13835,25,7,1095.27,United Kingdom,4,4,3,443,11
13836,399,2,620.37,United Kingdom,2,2,3,223,7
13837,212,2,271.24,United Kingdom,2,2,1,221,5
13838,6,10,1966.09,United Kingdom,5,5,4,554,14
13839,486,1,139.95000000000002,United Kingdom,1,1,1,111,3
13840,416,1,651.4,United Kingdom,1,1,3,113,5
13841,253,1,85.0,United Kingdom,2,1,1,211,4
13842,59,18,5629.91,United Kingdom,4,5,5,455,14
13843,381,1,319.75,United Kingdom,2,1,2,212,5
13844,11,1,361.62,United Kingdom,5,1,2,512,8
13845,65,1,312.98,United Kingdom,3,1,2,312,6
13846,25,4,1307.79,United Kingdom,4,3,4,434,11
13847,720,1,310.72,United Kingdom,1,1,2,112,4
13848,92,8,3335.0,United Kingdom,3,4,5,345,12
13849,52,5,3469.3,United Kingdom,4,4,5,445,13
13850,129,1,1595.48,United Kingdom,3,1,4,314,8
13851,96,8,4606.46,United Kingdom,3,4,5,345,12
13852,611,1,187.35000000000002,United Kingdom,1,1,1,111,3
13853,57,1,1090.14,United Kingdom,4,1,3,413,8
13854,9,39,12253.96,United Kingdom,5,5,5,555,15
13855,501,4,1310.3400000000001,United Kingdom,1,3,4,134,8
13856,169,11,1142.03,United Kingdom,3,5,3,353,11
13857,393,6,1001.01,United Kingdom,2,4,3,243,9
13858,57,1,216.17,United Kingdom,4,1,1,411,6
13859,326,2,515.86,United Kingdom,2,2,2,222,6
13860,1,5,1245.9,United Kingdom,5,4,3,543,12
13861,429,2,273.26,United Kingdom,1,2,1,121,4
13862,18,9,2556.09,United Kingdom,5,5,4,554,14
13863,248,4,1239.55,United Kingdom,2,3,3,233,8
13864,387,1,662.4000000000001,United Kingdom,2,1,3,213,6
13865,58,4,501.56,United Kingdom,4,3,2,432,9
13866,74,1,145.67000000000002,United Kingdom,3,1,1,311,5
13867,31,3,1015.29,United Kingdom,4,3,3,433,10
13868,7,2,3192.54,United Kingdom,5,2,5,525,12
13869,123,10,8111.57,United Kingdom,3,5,5,355,13
13870,2,15,5712.08,United Kingdom,5,5,5,555,15
13871,23,17,7885.85,United Kingdom,4,5,5,455,14
13872,527,3,919.57,United Kingdom,1,3,3,133,7
13873,120,8,1038.92,United Kingdom,3,4,3,343,10
13874,358,7,2049.15,United Kingdom,2,4,4,244,10
13875,54,14,4814.37,United Kingdom,4,5,5,455,14
13876,64,1,122.7,United Kingdom,3,1,1,311,5
13877,86,3,449.68,United Kingdom,3,3,2,332,8
13878,55,4,2473.06,United Kingdom,4,3,4,434,11
13879,646,1,395.5,United Kingdom,1,1,2,112,4
13880,21,17,4391.66,United Kingdom,4,5,5,455,14
13881,4,43,45179.1,United Kingdom,5,5,5,555,15
13882,3,5,1191.13,United Kingdom,5,4,3,543,12
13883,11,15,6560.02,United Kingdom,5,5,5,555,15
13884,7,10,1888.48,United Kingdom,5,5,4,554,14
13885,189,2,506.8,United Kingdom,3,2,2,322,7
13886,71,1,243.56,United Kingdom,3,1,1,311,5
13887,204,1,349.55,United Kingdom,2,1,2,212,5
13888,120,7,2169.05,United Kingdom,3,4,4,344,11
13889,93,6,1991.23,United Kingdom,3,4,4,344,11
13890,1,14,2927.38,United Kingdom,5,5,4,554,14
13891,378,3,863.5600000000001,United Kingdom,2,3,3,233,8
13892,27,6,1267.6499999999999,United Kingdom,4,4,4,444,12
