date,total_price,quantity,invoice_count,customer_count,day_of_week,is_weekend,month,year,week,lag_1,lag_7,lag_14,lag_28,rolling_mean_7,rolling_std_7,rolling_mean_30,rolling_std_30
2010-05-25,22463.37,15065,61,52,1,0,5,2010,21,35831.33,29021.78,28780.12,46378.58,23037.95142857143,11469.092307522904,24312.498033333333,14047.78873631844
2010-05-26,38438.24,18942,96,64,2,0,5,2010,21,22463.37,17831.08,31407.31,32562.56,22101.035714285714,11162.584320002334,24502.1397,13980.755116606388
2010-05-27,30978.43,18008,88,77,3,0,5,2010,21,38438.24,25782.58,41108.4,32848.171,25044.91571428571,12487.503407389408,24574.386033333332,14049.100669156709
2010-05-28,21906.2,12763,58,43,4,0,5,2010,21,30978.43,27340.92,18895.91,29283.0,25787.18,12691.415716858915,24061.0477,13495.367118216556
2010-05-29,0.0,0,0,0,5,1,5,2010,21,21906.2,0.0,0.0,0.0,25010.79142857143,12746.637730951423,23705.8357,13403.815033714125
2010-05-30,10814.960000000001,6271,32,30,6,1,5,2010,21,0.0,25457.97,18478.89,12367.83,25010.791428571425,12746.637730951423,22610.896666666667,13961.304989368567
2010-05-31,0.0,0,0,0,0,0,5,2010,22,10814.960000000001,35831.33,25562.62,0.0,22918.93285714286,13817.568502684928,21995.29533333333,14063.748068244091
2010-06-01,15732.15,8350,47,33,1,0,6,2010,22,0.0,22463.37,29021.78,22745.04,17800.17142857143,14836.254296796556,21995.29533333333,14063.748068244091
2010-06-02,16236.29,11822,46,38,2,0,6,2010,22,15732.15,38438.24,17831.08,28118.53,16838.568571428572,14701.163109788771,22107.439333333332,13997.589564049433
2010-06-03,29651.8,17634,67,52,3,0,6,2010,22,16236.29,30978.43,25782.58,54666.13,13666.861428571428,11255.695083961462,22648.648999999998,13415.10622783968
2010-06-04,21273.58,8171,51,29,4,0,6,2010,22,29651.8,21906.2,27340.92,35769.25,13477.342857142856,10921.84710145482,22878.874333333333,13475.94523535603
2010-06-05,0.0,0,0,0,5,1,6,2010,22,21273.58,0.0,0.0,0.0,13386.968571428572,10842.808468578649,22650.709333333336,13442.07637385732
2010-06-06,25686.0,14188,68,62,6,1,6,2010,22,0.0,10814.960000000001,25457.97,23143.29,13386.968571428572,10842.808468578649,20828.505,12633.35447555364
2010-06-07,49759.94,29651,103,81,0,0,6,2010,23,25686.0,0.0,35831.33,32948.68,15511.402857142859,11679.450412775868,20492.396666666667,12353.176397343515
2010-06-08,54433.03,25916,81,61,1,0,6,2010,23,49759.94,15732.15,22463.37,28780.12,22619.965714285714,15259.392671610336,22151.06133333333,12837.906913060435
2010-06-09,38414.69,25492,68,59,2,0,6,2010,23,54433.03,16236.29,38438.24,31407.31,28148.66285714286,18919.822045892077,23194.052666666666,14127.559052861016
2010-06-10,18389.4,9739,66,56,3,0,6,2010,23,38414.69,29651.8,30978.43,41108.4,31317.005714285715,18443.498892910622,23376.253000000004,14291.990711640372
2010-06-11,37802.25,21486,86,65,4,0,6,2010,23,18389.4,21273.58,21906.2,18895.91,29708.09142857143,19092.78114741488,23029.895666666667,14282.418633635494
2010-06-12,0.0,0,0,0,5,1,6,2010,23,37802.25,0.0,0.0,0.0,32069.329999999998,18896.8782186406,23243.06033333333,14458.400714189149
2010-06-13,21616.44,11180,70,61,6,1,6,2010,23,0.0,25686.0,10814.960000000001,18478.89,32069.329999999998,18896.8782186406,21872.780333333332,14653.532772881546
2010-06-14,24375.41,16250,57,48,0,0,6,2010,24,21616.44,49759.94,0.0,25562.62,31487.964285714286,19186.37599647109,21963.46466666667,14642.889180461647
2010-06-15,30542.48,19514,52,41,1,0,6,2010,24,24375.41,54433.03,15732.15,29021.78,27861.602857142858,17480.331779637094,22775.978333333336,14046.266222931608
2010-06-16,31335.03,19025,81,65,2,0,6,2010,24,30542.48,38414.69,16236.29,17831.08,24448.66714285714,13247.524581817432,23178.098,14091.61259776951
2010-06-17,58225.94,13347,78,61,3,0,6,2010,24,31335.03,18389.4,29651.8,25782.58,23437.28714285714,12235.150303519926,23370.51166666667,14164.515798622555
2010-06-18,18800.68,9613,50,44,4,0,6,2010,24,58225.94,37802.25,21273.58,27340.92,29128.221428571425,17589.08510694386,24343.983666666667,15506.29054215572
2010-06-19,0.0,0,0,0,5,1,6,2010,24,18800.68,0.0,0.0,0.0,26413.71142857143,17493.30766281821,24376.30366666667,15493.252490004948
2010-06-20,9113.43,4496,26,26,6,1,6,2010,24,0.0,21616.44,25686.0,25457.97,26413.71142857143,17493.30766281821,23516.884333333335,16115.160808318455
2010-06-21,21159.71,12145,44,40,0,0,6,2010,25,9113.43,24375.41,49759.94,35831.33,24627.567142857144,18663.907336526754,22909.301333333333,16308.465501459707
2010-06-22,14749.68,6982,43,36,1,0,6,2010,25,21159.71,30542.48,54433.03,22463.37,24168.181428571428,18710.664631415802,23614.625,15730.83497506174
2010-06-23,27848.739999999998,16258,68,54,2,0,6,2010,25,14749.68,31335.03,38414.69,38438.24,21912.067142857148,18766.015164328055,23257.681999999997,15808.86152771622
2010-06-24,26729.66,11357,73,42,3,0,6,2010,25,27848.739999999998,58225.94,18389.4,30978.43,21414.02571428571,18518.888958935826,22991.595666666668,15656.37483109492
2010-06-25,17719.42,8000,45,37,4,0,6,2010,25,26729.66,18800.68,37802.25,21906.2,16914.557142857142,9908.900898890031,23133.805333333334,15670.780527209341
2010-06-26,0.0,0,0,0,5,1,6,2010,25,17719.42,0.0,0.0,0.0,16760.091428571428,9882.992371851797,22443.178,15427.705007653438
2010-06-27,18834.32,10918,55,52,6,1,6,2010,25,0.0,9113.43,21616.44,10814.960000000001,16760.091428571428,9882.992371851797,21410.563666666665,15867.19160502434
2010-06-28,53998.72,34790,70,64,0,0,6,2010,26,18834.32,21159.71,24375.41,0.0,18148.79,9294.916499892108,21308.167666666668,15873.79334682855
2010-06-29,35141.21,21247,71,56,1,0,6,2010,26,53998.72,14749.68,30542.48,15732.15,22840.077142857142,16535.15171183875,23108.125,16426.19958544963
2010-06-30,34700.14,21065,79,67,2,0,6,2010,26,35141.21,27848.739999999998,31335.03,16236.29,25753.152857142853,16667.97690993593,23919.0,16398.83157395882
2010-07-01,30314.81,16537,85,80,3,0,7,2010,26,34700.14,26729.66,58225.94,29651.8,26731.924285714285,17009.212525943953,25075.671333333335,15868.75741418788
2010-07-02,16893.27,8753,47,36,4,0,7,2010,26,30314.81,17719.42,18800.68,21273.58,27244.088571428572,17063.02407567353,25561.760000000002,15795.858374189576
2010-07-03,0.0,0,0,0,5,1,7,2010,26,16893.27,0.0,0.0,0.0,27126.067142857144,17142.55608100274,25583.659333333333,15782.933878173799
2010-07-04,10493.66,5345,21,20,6,1,7,2010,26,0.0,18834.32,9113.43,25686.0,27126.067142857144,17142.55608100274,24595.266,16434.399653586497
2010-07-05,32895.2,16708,85,65,0,0,7,2010,27,10493.66,53998.72,21159.71,49759.94,25934.544285714284,18079.220040297518,24235.93533333333,16626.260289587943
2010-07-06,23503.99,11965,58,47,1,0,7,2010,27,32895.2,35141.21,14749.68,54433.03,22919.75571428571,13894.719033566742,25332.442,16047.425298139084
2010-07-07,32252.99,14711,77,56,2,0,7,2010,27,23503.99,34700.14,27848.739999999998,38414.69,21257.295714285716,12845.299232353256,25259.708333333332,16050.712123153666
2010-07-08,20301.63,11775,70,58,3,0,7,2010,27,32252.99,30314.81,26729.66,18389.4,20907.702857142856,12445.548055340529,24676.143333333333,15435.69935596282
2010-07-09,37271.94,14074,30,23,4,0,7,2010,27,20301.63,16893.27,17719.42,37802.25,19477.24857142857,11739.53620359485,23538.43,14389.167306630352
2010-07-10,0.0,0,0,0,5,1,7,2010,27,37271.94,0.0,0.0,0.0,22388.487142857142,13401.164061970778,23500.33833333333,14349.887172028159
2010-07-11,7856.43,5848,28,24,6,1,7,2010,27,0.0,10493.66,18834.32,21616.44,22388.487142857142,13401.164061970778,22887.358333333334,14955.716783074105
2010-07-12,19885.9,9798,50,38,0,0,7,2010,28,7856.43,32895.2,53998.72,24375.41,22011.739999999998,13821.76660484228,21889.164333333334,14925.23152440366
2010-07-13,21056.39,10077,55,38,1,0,7,2010,28,19885.9,23503.99,35141.21,30542.48,20153.268571428573,12962.378088470014,22552.02766666667,14350.06844207123
2010-07-14,23860.81,13420,62,47,2,0,7,2010,28,21056.39,32252.99,34700.14,31335.03,19803.61142857143,12889.737181511791,22533.359333333334,14351.691738582454
2010-07-15,56662.69,27938,80,64,3,0,7,2010,28,23860.81,20301.63,30314.81,58225.94,18604.72857142857,11890.364028264548,22516.206,14349.721569482073
2010-07-16,22603.54,14317,68,56,4,0,7,2010,28,56662.69,37271.94,16893.27,18800.68,23799.165714285715,18730.270746266022,23386.879666666668,15592.150855536578
2010-07-17,0.0,0,0,0,5,1,7,2010,28,22603.54,0.0,0.0,0.0,21703.68,17767.548623891067,23095.829999999998,15519.997234725352
2010-07-18,15214.11,9690,40,37,6,1,7,2010,28,0.0,7856.43,10493.66,9113.43,21703.68,17767.548623891067,21154.965333333334,14588.047984516286
2010-07-19,30567.61,18546,59,54,0,0,7,2010,29,15214.11,19885.9,32895.2,21159.71,22754.777142857143,17013.471399699432,21035.412999999997,14622.662496142435
2010-07-20,24853.87,12136,57,48,1,0,7,2010,29,30567.61,21056.39,23503.99,14749.68,24280.735714285714,17191.370454732863,22054.333333333332,14164.153048675087
2010-07-21,22396.05,13199,55,42,2,0,7,2010,29,24853.87,23860.81,32252.99,27848.739999999998,24823.23285714286,17132.48018747502,22579.01466666667,13958.29431757005
2010-07-22,26860.99,13977,78,57,3,0,7,2010,29,22396.05,56662.69,20301.63,26729.66,24613.981428571427,17155.12421012493,22620.226000000002,13955.784274202078
2010-07-23,25904.96,13393,48,37,4,0,7,2010,29,26860.99,22603.54,37271.94,17719.42,20356.595714285715,10139.376333312053,23023.93633333333,13895.301426793818
2010-07-24,0.0,0,0,0,5,1,7,2010,29,25904.96,0.0,0.0,0.0,20828.227142857144,10336.18440854057,22959.143666666667,13876.547164139052
2010-07-25,17431.3,11648,54,51,6,1,7,2010,29,0.0,15214.11,7856.43,18834.32,20828.227142857144,10336.18440854057,22068.155000000002,14471.47960302411
2010-07-26,25205.76,15081,62,47,0,0,7,2010,30,17431.3,30567.61,19885.9,53998.72,21144.96857142857,10168.077297407197,22058.551,14474.560437859129
2010-07-27,28490.87,14327,70,56,1,0,7,2010,30,25205.76,24853.87,21056.39,35141.21,20378.989999999998,9521.340669674622,22898.743000000002,13868.870712762131
2010-07-28,23364.32,13391,65,60,2,0,7,2010,30,28490.87,22396.05,23860.81,34700.14,20898.56142857143,9898.0127106597,23220.628,13883.338714564545
2010-07-29,38422.54,13816,72,60,3,0,7,2010,30,23364.32,26860.99,56662.69,30314.81,21036.885714285716,9929.144741426386,22199.481333333337,12609.675003087963
2010-07-30,16147.31,8450,53,39,4,0,7,2010,30,38422.54,25904.96,22603.54,16893.27,22688.535714285714,11837.59999557323,22308.859,12739.368243718805
2010-07-31,0.0,0,0,0,5,1,7,2010,30,16147.31,0.0,0.0,0.0,21294.585714285717,11969.497444011393,21690.431333333334,12566.239461781963
2010-08-01,30724.29,9740,32,27,6,1,8,2010,30,0.0,17431.3,15214.11,10493.66,21294.585714285717,11969.497444011393,20679.93766666667,13058.043937376673
2010-08-02,29175.51,12120,63,49,0,0,8,2010,31,30724.29,25205.76,30567.61,32895.2,23193.584285714285,12304.228214716626,21140.971666666665,13163.476670968743
2010-08-03,26943.48,16344,59,47,1,0,8,2010,31,29175.51,28490.87,24853.87,23503.99,23760.691428571427,12502.316467523704,22113.488666666664,12613.998610885668
2010-08-04,21425.14,11761,53,47,2,0,8,2010,31,26943.48,23364.32,22396.05,32252.99,23539.635714285712,12418.138593040505,22661.816,12447.911304934982
2010-08-05,24508.48,16883,54,48,3,0,8,2010,31,21425.14,38422.54,26860.99,20301.63,23262.610000000004,12444.30358636165,22279.480666666663,12298.004029298163
2010-08-06,15219.6,9927,45,31,4,0,8,2010,31,24508.48,16147.31,25904.96,37271.94,21274.88714285714,10592.729974307402,22312.963666666667,12302.819373562013
2010-08-07,0.0,0,0,0,5,1,8,2010,31,15219.6,0.0,0.0,0.0,21142.35714285714,10673.074185942109,21745.184,12221.041836789353
2010-08-08,14147.14,8189,44,41,6,1,8,2010,31,0.0,30724.29,17431.3,7856.43,21142.35714285714,10673.074185942109,21068.463,12849.651388546165
2010-08-09,31711.09,100236,51,41,0,0,8,2010,32,14147.14,29175.51,25205.76,19885.9,18774.192857142854,10011.237739658221,20297.636333333336,12533.84317329147
2010-08-10,35820.32,20077,46,33,1,0,8,2010,32,31711.09,26943.48,28490.87,21056.39,19136.41857142857,10484.963388758886,21354.67266666667,12092.420860375058
2010-08-11,23719.39,8226,46,35,2,0,8,2010,32,35820.32,21425.14,23364.32,23860.81,20404.53857142857,12012.161920110286,22286.802333333333,12093.827225558773
2010-08-12,29123.13,18283,81,56,3,0,8,2010,32,23719.39,24508.48,38422.54,56662.69,20732.28857142857,12075.78069422212,22414.585333333333,12087.835396258477
2010-08-13,37403.7,18230,55,34,4,0,8,2010,32,29123.13,15219.6,16147.31,22603.54,21391.524285714288,12436.84936211051,22683.476666666666,12146.161551971401
2010-08-14,0.0,0,0,0,5,1,8,2010,32,37403.7,0.0,0.0,0.0,24560.681428571428,13391.81065103276,23134.906333333332,12439.5547816966
2010-08-15,22356.69,17413,58,52,6,1,8,2010,32,0.0,14147.14,30724.29,15214.11,24560.681428571428,13391.81065103276,21246.15,11434.404784789653
2010-08-16,20880.2,11092,39,32,0,0,8,2010,33,22356.69,31711.09,29175.51,30567.61,25733.47428571429,12667.74898848103,21237.92166666667,11433.48308923915
2010-08-17,30395.63,18408,45,40,1,0,8,2010,33,20880.2,35820.32,26943.48,24853.87,24186.204285714284,12475.94523543455,21933.928333333333,10708.613066891547
2010-08-18,37239.15,22895,58,47,2,0,8,2010,33,30395.63,23719.39,21425.14,22396.05,23411.24857142857,11782.01794996289,22439.979,10738.778006351504
2010-08-19,33052.15,22579,77,55,3,0,8,2010,33,37239.15,29123.13,24508.48,26860.99,25342.64285714286,12896.379345960788,22662.363666666664,10979.279336059219
2010-08-20,25550.79,19181,59,49,4,0,8,2010,33,33052.15,37403.7,15219.6,25904.96,25903.931428571428,13170.91938536744,22935.639666666666,11136.60821626568
2010-08-21,0.0,0,0,0,5,1,8,2010,33,25550.79,0.0,0.0,0.0,24210.65857142857,12169.966622975915,23040.79766666667,11146.227663118434
2010-08-22,22766.81,13916,60,51,6,1,8,2010,33,0.0,22356.69,14147.14,17431.3,24210.65857142857,12169.966622975915,22145.431333333334,11883.264679648031
2010-08-23,21901.25,13257,45,37,0,0,8,2010,34,22766.81,20880.2,31711.09,25205.76,24269.247142857144,12160.537244947582,22040.82633333333,11862.823984052451
2010-08-24,27485.09,19102,61,53,1,0,8,2010,34,21901.25,30395.63,35820.32,28490.87,24415.111428571432,12119.164105647487,22770.868,11109.647600584904
2010-08-25,31715.03,17610,76,62,2,0,8,2010,34,27485.09,37239.15,23719.39,23364.32,23999.320000000003,11928.2076061955,23105.994333333332,11094.6514565479
2010-08-26,35363.46,17640,80,64,3,0,8,2010,34,31715.03,33052.15,29123.13,38422.54,23210.16,11057.21851714225,23322.969999999998,11200.279496794888
2010-08-27,18173.14,7327,36,29,4,0,8,2010,34,35363.46,25550.79,37403.7,16147.31,23540.347142857143,11428.380294248054,23552.05633333333,11378.493561236466
2010-08-28,0.0,0,0,0,5,1,8,2010,34,18173.14,0.0,0.0,0.0,22486.397142857142,11551.598841103796,23379.016999999996,11420.84086166016
2010-08-29,14509.78,8790,39,36,6,1,8,2010,34,0.0,22766.81,22356.69,30724.29,22486.397142857142,11551.598841103796,22098.265666666666,11822.966699771592
2010-08-30,0.0,0,0,0,0,0,8,2010,35,14509.78,21901.25,20880.2,29175.51,21306.821428571428,11933.45865153858,22043.68133333333,11855.124839460403
2010-08-31,35964.47,14194,63,48,1,0,8,2010,35,0.0,27485.09,30395.63,26943.48,18178.071428571428,14373.287552800191,22043.68133333333,11855.124839460403
2010-09-01,23367.55,12923,43,35,2,0,9,2010,35,35964.47,31715.03,37239.15,21425.14,19389.411428571428,15593.86812038889,22218.354,12024.824377354445
2010-09-02,36501.87,21990,91,77,3,0,9,2010,35,23367.55,35363.46,33052.15,24508.48,18196.914285714287,14792.806275414025,22024.755333333334,11955.50638741534
2010-09-03,37258.14,31236,60,49,4,0,9,2010,35,36501.87,18173.14,25550.79,15219.6,18359.544285714284,15017.537954752388,22343.368333333332,12215.644894995996
2010-09-04,0.0,0,0,0,5,1,9,2010,35,37258.14,0.0,0.0,0.0,21085.972857142857,16624.514837347604,22871.135000000002,12513.011940378985
2010-09-05,12389.65,7273,35,35,6,1,9,2010,35,0.0,14509.78,22766.81,14147.14,21085.972857142857,16624.514837347604,22054.185666666664,13184.466170622167
2010-09-06,28785.63,16216,53,41,0,0,9,2010,36,12389.65,0.0,21901.25,31711.09,20783.097142857143,16782.851090306158,21959.854,13245.036848520505
2010-09-07,27498.31,15749,51,45,1,0,9,2010,36,28785.63,35964.47,27485.09,35820.32,24895.329999999998,14164.008002074608,22919.375,12627.603379595726
2010-09-08,17635.87,10246,49,45,2,0,9,2010,36,27498.31,23367.55,31715.03,23719.39,23685.87857142857,13402.269530016714,23364.413999999997,12542.764631936167
2010-09-09,25798.99,13278,67,59,3,0,9,2010,36,17635.87,36501.87,35363.46,29123.13,22867.067142857144,13598.609468602195,22895.239999999998,12482.888816012535
2010-09-10,17639.27,10448,46,38,4,0,9,2010,36,25798.99,37258.14,18173.14,37403.7,21338.084285714285,12354.870021725386,22561.195666666667,12257.129361219115
2010-09-11,0.0,0,0,0,5,1,9,2010,36,17639.27,0.0,0.0,0.0,18535.38857142857,10174.348544489105,22358.525,12287.547749698844
2010-09-12,15762.29,9409,48,46,6,1,9,2010,36,0.0,12389.65,14509.78,22356.69,18535.38857142857,10174.348544489105,21387.754,12871.24961201503
2010-09-13,38443.68,28479,87,52,0,0,9,2010,37,15762.29,28785.63,0.0,20880.2,19017.19428571429,9911.266532779513,20666.373666666666,12544.990155505122
2010-09-14,21261.079999999998,11416,63,56,1,0,9,2010,37,38443.68,27498.31,35964.47,30395.63,20396.915714285715,11958.538219355878,21947.829666666665,12322.668063077188
2010-09-15,34838.27,21494,67,61,2,0,9,2010,37,21261.079999999998,17635.87,23367.55,37239.15,19505.882857142857,11567.18937560563,21911.309333333335,12323.03806008777
2010-09-16,40432.691,14465,68,51,3,0,9,2010,37,34838.27,25798.99,36501.87,33052.15,21963.368571428575,12858.912055249762,22376.578333333335,12544.279658309177
2010-09-17,21501.73,11884,52,41,4,0,9,2010,37,40432.691,17639.27,37258.14,25550.79,24053.897285714283,14651.06038573278,22711.147033333335,12894.491661141674
2010-09-18,0.0,0,0,0,5,1,9,2010,37,21501.73,0.0,0.0,0.0,24605.677285714286,14440.431139796174,22186.56636666667,12599.827330322265
2010-09-19,23096.14,13798,59,54,6,1,9,2010,37,0.0,15762.29,12389.65,22766.81,24605.677285714282,14440.431139796174,21084.828033333335,13053.843155415692
2010-09-20,43949.12,25108,82,59,0,0,9,2010,38,23096.14,38443.68,28785.63,21901.25,25653.37014285714,13949.587155722817,21003.006366666665,13032.560719935096
2010-09-21,62951.83,37221,103,76,1,0,9,2010,38,43949.12,21261.079999999998,27498.31,27485.09,26439.861571428566,14912.84874481032,22467.977033333333,13060.331108775803
2010-09-22,30623.8,14687,83,39,2,0,9,2010,38,62951.83,34838.27,17635.87,31715.03,32395.682999999997,19968.140223260485,23807.4777,15007.607726220815
2010-09-23,36287.77,21447,86,72,3,0,9,2010,38,30623.8,40432.691,25798.99,35363.46,31793.615857142857,19945.741768007872,24098.22936666667,15053.826240576598
2010-09-24,50511.18,28056,67,45,4,0,9,2010,38,36287.77,21501.73,17639.27,18173.14,31201.484285714287,19706.619664497568,24391.652033333332,15207.12630136614
2010-09-25,0.0,0,0,0,5,1,9,2010,38,50511.18,0.0,0.0,0.0,35345.69142857143,20366.079221267602,25018.190366666666,15891.079028368882
2010-09-26,21905.72,13499,65,51,6,1,9,2010,38,0.0,23096.14,15762.29,14509.78,35345.69142857143,20366.079221267602,23839.408366666663,16400.656865757013
2010-09-27,118909.67,125534,95,69,0,0,9,2010,39,21905.72,43949.12,38443.68,0.0,35175.63142857143,20490.005596453146,23963.8277,16370.318990427155
2010-09-28,46550.84,23713,127,91,1,0,9,2010,39,118909.67,62951.83,21261.079999999998,35964.47,45884.28142857143,37970.88971845645,27927.483366666667,23297.745870174735
2010-09-29,38789.98,20811,99,83,2,0,9,2010,39,46550.84,30623.8,34838.27,23367.55,43541.282857142854,37241.21011732869,28995.5187,23395.65062788903
2010-09-30,51641.94,24977,93,74,3,0,9,2010,39,38789.98,36287.77,40432.691,36501.87,44707.88,36895.42261409899,30288.518033333334,22802.278720036174
2010-10-01,38701.58,22237,71,55,4,0,10,2010,39,51641.94,50511.18,21501.73,37258.14,46901.33285714285,36767.597933628436,30811.10036666667,23114.35809939539
2010-10-02,0.0,0,0,0,5,1,10,2010,39,38701.58,0.0,0.0,0.0,45214.24714285714,36845.213822887374,31322.234699999997,23113.6237162885
2010-10-03,38809.35,20451,77,64,6,1,10,2010,39,0.0,21905.72,23096.14,12389.65,45214.24714285714,36845.213822887374,30105.505699999998,23782.6286347864
2010-10-04,39399.48,23577,84,72,0,0,10,2010,40,38809.35,118909.67,43949.12,28785.63,47629.05142857142,35595.72774364664,30157.212699999996,23800.395417157382
2010-10-05,84879.59,34886,130,101,1,0,10,2010,40,39399.48,46550.84,62951.83,27498.31,36270.45285714286,16763.10399370865,31470.5287,23157.276281023733
2010-10-06,30927.6,21956,63,58,2,0,10,2010,40,84879.59,38789.98,30623.8,17635.87,41745.98857142858,24944.27572102963,33886.86003333333,24819.911418278018
2010-10-07,54453.87,30136,121,92,3,0,10,2010,40,30927.6,51641.94,36287.77,25798.99,40622.79142857143,25274.393792059218,33958.25903333333,24807.80871162152
2010-10-08,60336.02,41490,78,58,4,0,10,2010,40,54453.87,38701.58,50511.18,17639.27,41024.49571428571,25500.056941812814,34856.7777,25052.711927435477
2010-10-09,0.0,0,0,0,5,1,10,2010,40,60336.02,0.0,0.0,0.0,44115.130000000005,26464.41735305479,36280.11603333333,25252.769215500848
2010-10-10,23197.98,12436,68,59,6,1,10,2010,40,0.0,38809.35,21905.72,15762.29,44115.130000000005,26464.41735305479,35420.149699999994,26048.743958150102
2010-10-11,43509.87,24960,91,78,0,0,10,2010,41,23197.98,39399.48,118909.67,38443.68,41884.93428571429,27618.68862221731,35605.44003333333,25937.435710704875
2010-10-12,50013.95,29560,110,94,1,0,10,2010,41,43509.87,84879.59,46550.84,21261.079999999998,42472.13285714285,27600.72790464999,37055.76903333333,25080.14436041946
2010-10-13,57949.72,40372,86,74,2,0,10,2010,41,50013.95,30927.6,38789.98,34838.27,37491.32714285714,21038.174393024798,38197.49103333333,24855.993465746866
2010-10-14,87526.41,37195,99,81,3,0,10,2010,41,57949.72,54453.87,51641.94,40432.691,41351.63,22086.113465241775,38847.69236666666,25116.417910393513
2010-10-15,54917.81,22423,117,80,4,0,10,2010,41,87526.41,60336.02,38701.58,21501.73,46076.27857142857,28080.135131926425,41056.536700000004,26397.59512822698
2010-10-16,0.0,0,0,0,5,1,10,2010,41,54917.81,0.0,0.0,0.0,45302.24857142857,27693.568836674855,41725.854699999996,26488.89571333829
2010-10-17,33361.71,19100,71,62,6,1,10,2010,41,0.0,23197.98,38809.35,23096.14,45302.24857142857,27693.568836674855,40378.098333333335,27563.761534895548
2010-10-18,41548.22,19788,104,90,0,0,10,2010,42,33361.71,43509.87,39399.48,43949.12,46754.21,26585.78240914182,40773.431000000004,27368.047903181003
2010-10-19,50068.89,27262,78,65,1,0,10,2010,42,41548.22,50013.95,84879.59,62951.83,46473.974285714285,26635.971364844754,42158.37166666667,26262.518944417425
2010-10-20,45915.42,24165,108,89,2,0,10,2010,42,50068.89,57949.72,30927.6,30623.8,46481.822857142855,26637.196370950747,43057.46333333333,26048.253490534335
2010-10-21,39249.51,17958,96,76,3,0,10,2010,42,45915.42,87526.41,54453.87,36287.77,44762.637142857144,26157.727773717746,43123.00666666667,26053.047855420366
2010-10-22,41150.03,23181,88,68,4,0,10,2010,42,39249.51,54917.81,60336.02,50511.18,37865.93714285714,18138.64814601475,42332.929333333326,25789.046625698178
2010-10-23,0.0,0,0,0,5,1,10,2010,42,41150.03,0.0,0.0,0.0,35899.11142857142,16668.35031636849,42683.80366666666,25695.68258862453
2010-10-24,28877.25,15607,83,74,6,1,10,2010,42,0.0,33361.71,23197.98,21905.72,35899.11142857142,16668.35031636849,41474.211333333325,26835.95082743872
2010-10-25,29496.94,14532,73,63,0,0,10,2010,43,28877.25,41548.22,43509.87,118909.67,35258.474285714285,16867.121044039963,40753.08033333333,26875.37982547628
2010-10-26,46073.36,26032,104,85,1,0,10,2010,43,29496.94,50068.89,50013.95,46550.84,33536.862857142856,16732.62974293016,41736.31166666667,25853.152949213938
2010-10-27,32986.1,16241,72,66,2,0,10,2010,43,46073.36,45915.42,57949.72,38789.98,32966.072857142855,16132.062377327673,42541.899666666664,25589.10629388413
2010-10-28,34490.35,14371,63,52,3,0,10,2010,43,32986.1,39249.51,87526.41,51641.94,31119.027142857143,15110.120139835339,39677.78066666667,21174.521204431938
2010-10-29,47284.2,25615,83,62,4,0,10,2010,43,34490.35,41150.03,54917.81,38701.58,30439.14714285714,14786.929997228099,39275.76433333333,21154.010035782117
2010-10-30,0.0,0,0,0,5,1,10,2010,43,47284.2,0.0,0.0,0.0,31315.457142857143,15682.140330778328,39558.905,21204.07091161584
2010-10-31,30358.7,16564,83,79,6,1,10,2010,43,0.0,28877.25,33361.71,38809.35,31315.457142857143,15682.140330778328,37837.507,22259.269259682107
2010-11-01,29629.93,14159,62,47,0,0,11,2010,44,30358.7,29496.94,41548.22,39399.48,31527.09285714286,15653.722425008826,37559.411,22300.179975857372
2010-11-02,45082.39,24255,91,79,1,0,11,2010,44,29629.93,46073.36,50068.89,84879.59,31546.09142857143,15650.928269693186,38547.075333333334,21208.769876792554
2010-11-03,45438.9,23686,87,75,2,0,11,2010,44,45082.39,32986.1,45915.42,30927.6,31404.524285714284,15501.391831570985,38756.17666666666,21242.341840896104
2010-11-04,90056.29,60563,132,104,3,0,11,2010,44,45438.9,34490.35,39249.51,54453.87,33183.49571428572,16401.56515315624,38957.490666666665,21277.2378391528
2010-11-05,46639.15,22471,75,57,4,0,11,2010,44,90056.29,47284.2,41150.03,60336.02,41121.48714285714,27097.948702008016,39130.047333333336,21679.689735567612
2010-11-06,0.0,0,0,0,5,1,11,2010,44,46639.15,0.0,0.0,0.0,41029.33714285714,27074.585485986507,39653.765666666666,21664.477135995552
2010-11-07,32024.41,18698,82,75,6,1,11,2010,44,0.0,30358.7,28877.25,23197.98,41029.33714285714,27074.585485986507,37838.63666666667,22640.88060488591
2010-11-08,90952.91100000001,32439,82,67,0,0,11,2010,45,32024.41,29629.93,29496.94,43509.87,41267.29571428571,26972.29727352856,36894.916333333334,22257.605825358773
2010-11-09,66381.06,35506,121,99,1,0,11,2010,45,90952.91100000001,45082.39,46073.36,50013.95,50027.72157142857,32044.358781830517,39926.68003333334,23231.899663588956
2010-11-10,80244.63,35310,131,100,2,0,11,2010,45,66381.06,45438.9,32986.1,57949.72,53070.388714285706,32504.40018531988,41366.11603333334,23495.9565355297
2010-11-11,64240.98,34459,129,99,3,0,11,2010,45,80244.63,90056.29,34490.35,87526.41,58042.63585714286,33779.56301857414,42590.60803333333,24545.31416725646
2010-11-12,50851.12,23247,111,81,4,0,11,2010,45,64240.98,46639.15,47284.2,54917.81,54354.73442857143,30996.490033178845,43064.842366666664,24829.47819369486
