CustomerID,Recency,Frequency,Monetary,Country,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,kmeans_cluster,dbscan_cluster,pca_1,pca_2,persona
13221,240,2,847.41,United Kingdom,2,2,3,223,7,0,0,-0.38362485476522495,0.0734300459464892,Big Spenders
13222,577,1,88.5,United Kingdom,1,1,1,111,3,0,0,-1.0318034810712087,1.5317503592283286,Big Spenders
13223,200,6,969.12,United Kingdom,2,4,3,243,9,0,0,-0.10263745515960587,-0.05875874765669254,Big Spenders
13224,60,2,2155.95,United Kingdom,3,2,4,324,9,0,0,-0.025754521608268983,-0.6890326619263498,Big Spenders
13225,3,16,16260.07,United Kingdom,5,5,5,555,15,0,0,1.4180954748902694,-0.4524734975912348,Big Spenders
13226,273,2,312.46,United Kingdom,2,2,2,222,6,0,0,-0.4621552040722814,0.20603276038308824,Big Spenders
13227,202,1,257.7,United Kingdom,2,1,1,211,4,0,0,-0.39821240856166784,-0.1189541443168726,Big Spenders
13228,81,1,358.0,United Kingdom,3,1,2,312,6,0,0,-0.19177219775592025,-0.6504689203801202,Big Spenders
13229,226,1,160.95,United Kingdom,2,1,1,211,4,0,0,-0.4425248735923256,-0.01540054525137478,Big Spenders
13230,4,30,6360.78,United Kingdom,5,5,5,555,15,0,0,1.7139456613839705,-0.5442580473403749,Big Spenders
13232,13,7,1357.6,United Kingdom,5,4,4,544,13,0,0,0.2788468015285248,-0.8641667834983797,Big Spenders
13233,74,4,1176.46,United Kingdom,3,3,3,333,9,0,0,0.012406899551842808,-0.6304137800383627,Big Spenders
13234,673,2,356.95,United Kingdom,1,2,2,122,5,0,0,-1.1281338601112831,1.9722604382939437,Big Spenders
13235,212,1,1031.07,United Kingdom,2,1,3,213,6,0,0,-0.3810433864796385,-0.05600019636326862,Big Spenders
13236,25,2,744.85,United Kingdom,4,2,3,423,9,0,0,-0.02910539744564673,-0.8778317427843384,Big Spenders
13237,388,1,643.0,United Kingdom,2,1,3,213,6,0,0,-0.6919254935888995,0.7112170949688805,Big Spenders
13238,17,6,1006.63,United Kingdom,5,4,3,543,12,0,0,0.2045817512278832,-0.865399383710899,Big Spenders
13239,262,5,1594.69,United Kingdom,2,4,4,244,10,0,0,-0.23098755529462875,0.21972551770778992,Big Spenders
13240,96,8,1738.52,United Kingdom,3,4,4,344,11,0,0,0.2091493021165485,-0.4782861687352873,Big Spenders
13241,412,1,115.58,United Kingdom,1,1,1,111,3,0,0,-0.7550977349506792,0.804287348397469,Big Spenders
13242,112,7,699.4,United Kingdom,3,4,3,343,10,0,0,0.08471117716566365,-0.4433153375504135,Big Spenders
13243,203,5,1278.04,United Kingdom,2,4,4,244,10,0,0,-0.1463349756781468,-0.04834120326349537,Big Spenders
13244,93,1,121.74,United Kingdom,3,1,1,311,5,0,0,-0.22215623595999653,-0.6032656072638634,Big Spenders
13245,51,2,989.22,United Kingdom,4,2,3,423,9,0,0,-0.06181926864379722,-0.7571488957710967,Big Spenders
13246,18,11,3387.43,United Kingdom,5,5,5,555,15,0,0,0.5682522596194006,-0.7513294449086326,Big Spenders
13247,18,4,501.12,United Kingdom,5,3,2,532,10,0,0,0.07634237810126694,-0.8939731281290536,Big Spenders
13248,125,2,465.68,United Kingdom,3,2,2,322,7,0,0,-0.20831246682517507,-0.4433411074993997,Big Spenders
13249,92,9,1608.93,United Kingdom,3,5,4,354,12,0,0,0.26236980760635126,-0.48875133381701463,Big Spenders
13250,461,2,256.04,United Kingdom,1,2,1,121,4,0,0,-0.7785515985875425,1.0342773990587613,Big Spenders
13251,402,1,252.68,United Kingdom,2,1,1,211,4,0,0,-0.7323957175913809,0.7634960114964966,Big Spenders
13252,394,2,399.3,United Kingdom,2,2,2,222,6,0,0,-0.6604002340142443,0.7421028881134851,Big Spenders
13253,157,4,2951.11,United Kingdom,3,3,4,334,10,0,0,-0.04847298185938101,-0.22094782034944507,Big Spenders
13254,376,1,51.41,United Kingdom,2,1,1,211,4,0,0,-0.6977944236336433,0.6438623023311447,Big Spenders
13255,9,3,904.46,United Kingdom,5,3,3,533,11,0,0,0.056817479447595146,-0.9342115583914338,Big Spenders
13257,436,1,149.75,United Kingdom,1,1,1,111,3,0,0,-0.7936769891301737,0.9110277949582279,Big Spenders
13258,12,5,1035.18,United Kingdom,5,4,3,543,12,0,0,0.1619648875810749,-0.8971094846521572,Big Spenders
13259,62,9,1433.38,United Kingdom,3,5,4,354,12,0,0,0.30477669387302453,-0.6254104151935803,Big Spenders
13260,61,1,557.62,United Kingdom,3,1,2,312,6,0,0,-0.14963414887050216,-0.7338670164719869,Big Spenders
13261,269,2,944.1,United Kingdom,2,2,3,223,7,0,0,-0.4278153380165014,0.20375665974480975,Big Spenders
13262,263,3,573.45,United Kingdom,2,3,2,232,7,0,0,-0.3818116277205915,0.1785979017747323,Big Spenders
13263,1,39,8704.69,United Kingdom,5,5,5,555,15,0,0,2.2915447785245533,-0.40737451125766794,Big Spenders
13264,443,1,722.5600000000001,United Kingdom,1,1,3,113,5,0,0,-0.780281380558791,0.9558611370513656,Big Spenders
13265,53,5,2107.66,United Kingdom,4,4,4,444,12,0,0,0.14046810987879615,-0.6900759027831695,Big Spenders
13266,11,19,6135.04,United Kingdom,5,5,5,555,15,0,0,1.1179931562564336,-0.6326112671784669,Big Spenders
13267,3,36,9758.26,United Kingdom,5,5,5,555,15,0,0,2.177694165498761,-0.4039251083117981,Big Spenders
13268,18,11,3214.69,United Kingdom,5,5,5,555,15,0,0,0.5606876793991902,-0.7555342725616377,Big Spenders
13269,1,28,8891.7,United Kingdom,5,5,5,555,15,0,0,1.7253560238729335,-0.5165706254541763,Big Spenders
13270,366,1,1180.0,United Kingdom,2,1,3,213,6,0,0,-0.6316733623786844,0.6272057609012739,Big Spenders
13271,37,1,217.38,United Kingdom,4,1,1,411,6,0,0,-0.12445822378675739,-0.8480578022694907,Big Spenders
13272,31,2,276.56,United Kingdom,4,2,1,421,7,0,0,-0.059631522197267334,-0.8627536618368172,Big Spenders
13273,113,1,138.98,United Kingdom,3,1,1,311,5,0,0,-0.25479761432003056,-0.5145887168867664,Big Spenders
13274,409,1,360.85,United Kingdom,2,1,2,212,5,0,0,-0.7393474897859965,0.7970191120665804,Big Spenders
13275,384,2,241.66,United Kingdom,2,2,1,221,5,0,0,-0.6506053856609945,0.6941370062174523,Big Spenders
13276,64,5,1939.26,United Kingdom,3,4,4,344,11,0,0,0.11472559458075735,-0.6456336070121552,Big Spenders
13277,16,7,523.3,United Kingdom,5,4,2,542,11,0,0,0.23730192462185679,-0.8712366832821699,Big Spenders
13278,41,4,1435.85,United Kingdom,4,3,4,434,11,0,0,0.07887000487672276,-0.7697241609567385,Big Spenders
13279,78,1,137.75,United Kingdom,3,1,1,311,5,0,0,-0.19640787006323196,-0.6690688191460382,Big Spenders
13280,122,7,2322.63,United Kingdom,3,4,4,344,11,0,0,0.13909702306353192,-0.35967414385648916,Big Spenders
13281,439,1,350.85,United Kingdom,1,1,2,112,4,0,0,-0.7898799280953931,0.9291615454692249,Big Spenders
13282,18,4,1313.19,United Kingdom,5,3,4,534,12,0,0,0.11190431314483679,-0.8742057645064076,Big Spenders
13283,60,4,373.36,United Kingdom,3,3,2,332,8,0,0,0.0006152193838744204,-0.7117428610770902,Big Spenders
13284,331,1,201.19,United Kingdom,2,1,1,211,4,0,0,-0.6160935193125381,0.4489294596317858,Big Spenders
13285,23,6,3364.59,United Kingdom,4,4,5,445,13,0,0,0.29782195070556466,-0.7815248795012165,Big Spenders
13286,600,1,734.91,United Kingdom,1,1,3,113,5,0,0,-1.0419018805148743,1.648981056695223,Big Spenders
13287,603,3,781.59,United Kingdom,1,3,3,133,7,0,0,-0.9404347278040326,1.684037433340841,Big Spenders
13288,443,5,927.61,United Kingdom,1,4,3,143,8,0,0,-0.5624370746562234,1.0022154716559255,Big Spenders
13289,724,1,307.95,United Kingdom,1,1,2,112,4,0,0,-1.2676565438728404,2.1857828781510813,Big Spenders
13290,438,1,208.63,United Kingdom,1,1,1,111,3,0,0,-0.7944381679117234,0.9212867722287453,Big Spenders
13291,156,11,3320.84,United Kingdom,3,5,5,355,13,0,0,0.33490137205928733,-0.14397545191280162,Big Spenders
13292,39,5,994.51,United Kingdom,4,4,3,443,11,0,0,0.11509880960386797,-0.7789522040014399,Big Spenders
13293,392,6,1192.94,United Kingdom,2,4,3,243,9,0,0,-0.41344092997630266,0.7939589248529422,Big Spenders
13294,190,3,1689.53,United Kingdom,2,3,4,234,9,0,0,-0.2110399062635506,-0.11637344839194101,Big Spenders
13295,360,4,1101.97,United Kingdom,2,3,3,233,8,0,0,-0.4684229137606391,0.6298514523493617,Big Spenders
13296,137,6,792.51,United Kingdom,3,4,3,343,10,0,0,-0.005173014791589768,-0.34106806963801345,Big Spenders
13297,8,7,4368.62,United Kingdom,5,4,5,545,14,0,0,0.4190536071316572,-0.8129370077892156,Big Spenders
13298,1,1,360.0,United Kingdom,5,1,2,512,8,0,0,-0.05809922447772585,-1.0034491774410312,Big Spenders
13299,268,3,1218.7,United Kingdom,2,3,3,233,8,0,0,-0.361904112831952,0.21636885087078442,Big Spenders
13300,169,3,1285.51,United Kingdom,3,3,4,334,10,0,0,-0.19366646864988413,-0.21887817818306746,Big Spenders
13301,104,4,618.09,United Kingdom,3,3,2,332,8,0,0,-0.06213959951566879,-0.5116197392493478,Big Spenders
13302,155,2,159.2,United Kingdom,3,2,1,321,6,0,0,-0.2718282717183854,-0.31841557407685767,Big Spenders
13303,400,1,61.72,United Kingdom,2,1,1,211,4,0,0,-0.7374185480461714,0.7500219500740233,Big Spenders
13304,351,4,1217.99,United Kingdom,2,3,3,233,8,0,0,-0.44831384304998884,0.5929598490006919,Big Spenders
13305,4,16,3754.71,United Kingdom,5,5,5,555,15,0,0,0.8687945419525845,-0.7524654264903557,Big Spenders
13306,430,1,53.65,United Kingdom,1,1,1,111,3,0,0,-0.7878664683526444,0.8822113634313415,Big Spenders
13307,120,3,273.34,United Kingdom,3,3,1,331,7,0,0,-0.15617007384997672,-0.45974659141854834,Big Spenders
13308,23,4,1670.37,United Kingdom,4,3,4,434,11,0,0,0.11919674974219452,-0.8434469996294198,Big Spenders
13309,7,6,1706.37,United Kingdom,5,4,4,544,13,0,0,0.2519227370663942,-0.8924949684370028,Big Spenders
13310,28,5,1541.2,United Kingdom,4,4,4,444,12,0,0,0.15740729139202714,-0.8141861852369945,Big Spenders
13311,4,2,598.57,United Kingdom,5,2,2,522,9,0,0,-0.00044508414622691593,-0.9740625795611918,Big Spenders
13312,451,1,124.75,United Kingdom,1,1,1,111,3,0,0,-0.8198190425120586,0.976612172751017,Big Spenders
13313,22,12,3445.32,United Kingdom,4,5,5,455,14,0,0,0.6163242961693026,-0.7219280879665889,Big Spenders
13314,2,3,775.94,United Kingdom,5,3,3,533,11,0,0,0.06287809031604838,-0.9682300175509504,Big Spenders
13315,689,1,310.26,United Kingdom,1,1,2,112,4,0,0,-1.2091117769578297,2.03138894637862,Big Spenders
13316,37,10,13191.57,United Kingdom,4,5,5,455,14,0,0,0.913649594663087,-0.43917398527073853,Big Spenders
13317,66,19,6486.091,United Kingdom,3,5,5,355,13,0,0,1.0415263247951978,-0.3813586059901465,Big Spenders
13318,1,3,640.76,United Kingdom,5,3,3,533,11,0,0,0.05862814414768787,-0.9759334234956264,Big Spenders
13319,5,58,22082.5,United Kingdom,5,5,5,555,15,0,0,3.8628105767413192,0.13239319553883747,Big Spenders
13320,78,6,2228.1,United Kingdom,3,4,4,344,11,0,0,0.1562131531371619,-0.5664818601548488,Big Spenders
13321,72,2,567.36,United Kingdom,3,2,2,322,7,0,0,-0.11535940483490588,-0.6747476918689587,Big Spenders
13322,17,1,199.48,United Kingdom,5,1,1,511,7,0,0,-0.09184574795622043,-0.9367507583305694,Big Spenders
13323,3,5,787.85,United Kingdom,5,4,3,543,12,0,0,0.16616223996931326,-0.9428457338716121,Big Spenders
13324,36,18,10513.47,United Kingdom,4,5,5,455,14,0,0,1.2157704608215376,-0.426050973690196,Big Spenders
13325,82,1,675.3,United Kingdom,3,1,3,313,7,0,0,-0.17954690511479873,-0.6383323593343367,Big Spenders
13326,432,1,281.76,United Kingdom,1,1,1,111,3,0,0,-0.781216775820855,0.8965897281264161,Big Spenders
13327,39,20,9879.48,United Kingdom,4,5,5,455,14,0,0,1.2874299093614252,-0.40756342903815773,Big Spenders
13328,316,1,1308.48,United Kingdom,2,1,4,214,7,0,0,-0.5425561346435656,0.40969012595484117,Big Spenders
13329,32,8,5112.97,United Kingdom,4,4,5,445,13,0,0,0.4637905543974149,-0.6785686437516304,Big Spenders
13330,93,6,2806.18,United Kingdom,3,4,4,344,11,0,0,0.15648100504186077,-0.4862173419141362,Big Spenders
13331,402,1,262.4,United Kingdom,2,1,1,211,4,0,0,-0.7319700621569682,0.763732615206044,Big Spenders
13332,14,1,350.9,United Kingdom,5,1,2,512,8,0,0,-0.08020535490261053,-0.9463034862397525,Big Spenders
13333,411,3,1015.74,United Kingdom,1,3,3,133,7,0,0,-0.6095759629361042,0.842467641578264,Big Spenders
13334,82,5,6263.75,United Kingdom,3,4,5,345,12,0,0,0.2740456997195776,-0.4609355957197741,Big Spenders
13336,77,1,795.12,United Kingdom,3,1,3,313,7,0,0,-0.1659506953937568,-0.657480016242797,Big Spenders
13337,546,1,1575.26,United Kingdom,1,1,4,114,6,0,0,-0.9149313777216166,1.4311422753920946,Big Spenders
13338,158,4,2445.62,United Kingdom,3,3,4,334,10,0,0,-0.07227907140760141,-0.22883956858128174,Big Spenders
13339,201,1,860.12,United Kingdom,2,1,3,213,6,0,0,-0.37016158843138774,-0.1087029313148276,Big Spenders
13340,45,12,22100.56,United Kingdom,4,5,5,455,14,0,0,1.3948633820048517,-0.16632743344129267,Big Spenders
13341,261,1,775.85,United Kingdom,2,1,3,213,6,0,0,-0.4740409583392452,0.15401747865788923,Big Spenders
13343,178,1,353.43,United Kingdom,3,1,2,312,6,0,0,-0.35394461107659664,-0.2225325721667056,Big Spenders
13344,68,3,2543.72,United Kingdom,3,3,4,334,10,0,0,0.030084255192074548,-0.6339499369793639,Big Spenders
13345,288,1,389.5,United Kingdom,2,1,2,212,5,0,0,-0.5360449550991447,0.263760235613511,Big Spenders
13346,463,6,299.4,United Kingdom,1,4,2,142,7,0,0,-0.5711276092410517,1.0855216080310754,Big Spenders
13347,70,1,341.36,United Kingdom,3,1,2,312,6,0,0,-0.1741329007278115,-0.6994154497328877,Big Spenders
13348,64,1,233.76,United Kingdom,3,1,1,311,5,0,0,-0.1688259846309146,-0.7285118136321811,Big Spenders
13349,11,1,247.32,United Kingdom,5,1,1,511,7,0,0,-0.07973184824562947,-0.9620634102327393,Big Spenders
13350,16,2,979.12,United Kingdom,5,2,3,523,10,0,0,-0.0038179568667558016,-0.9118449110863032,Big Spenders
13351,66,1,373.94,United Kingdom,3,1,2,312,6,0,0,-0.1660268972789508,-0.7162738361984747,Big Spenders
13352,60,1,397.98,United Kingdom,3,1,2,312,6,0,0,-0.15495524029871188,-0.7421658264017996,Big Spenders
13354,71,1,743.53,United Kingdom,3,1,3,313,7,0,0,-0.1581910055436239,-0.6852129877787418,Big Spenders
13355,122,1,674.7,United Kingdom,3,1,3,313,7,0,0,-0.2463658750693522,-0.46183249402571047,Big Spenders
13356,80,1,768.24,United Kingdom,3,1,3,313,7,0,0,-0.17213726871467588,-0.644895742450175,Big Spenders
13357,257,5,3838.36,United Kingdom,2,4,5,245,11,0,0,-0.1243843194030771,0.25227650159378934,Big Spenders
13358,269,1,439.03,United Kingdom,2,1,2,212,5,0,0,-0.5021494215448418,0.1811215186944505,Big Spenders
13359,64,2,1043.31,United Kingdom,3,2,3,323,8,0,0,-0.08115820082788598,-0.6984650370383055,Big Spenders
13360,432,4,1553.65,United Kingdom,1,3,4,134,8,0,0,-0.5688699244437858,0.9585722691162737,Big Spenders
13361,472,2,1450.5,United Kingdom,1,2,4,124,7,0,0,-0.7446121421424071,1.1118943585739842,Big Spenders
13362,9,7,5394.07,United Kingdom,5,4,5,545,14,0,0,0.462290000171887,-0.7835626980895269,Big Spenders
13363,18,3,1723.86,United Kingdom,5,3,4,534,12,0,0,0.07767205137668785,-0.8745500124517367,Big Spenders
13364,71,1,134.95999999999998,United Kingdom,3,1,1,311,5,0,0,-0.18484132732557038,-0.700026765507058,Big Spenders
13365,34,2,2225.37,United Kingdom,4,2,4,424,10,0,0,0.02070075069732519,-0.8020772498841531,Big Spenders
13366,50,1,56.16,United Kingdom,4,1,1,411,6,0,0,-0.1532259493436231,-0.7946150078065187,Big Spenders
13367,432,1,510.2000000000001,United Kingdom,1,1,2,112,4,0,0,-0.77121299727793,0.9021504021396876,Big Spenders
13368,257,4,1121.5,United Kingdom,2,3,3,233,8,0,0,-0.2955764721988665,0.17580208906814798,Big Spenders
13369,366,1,616.5600000000001,United Kingdom,2,1,2,212,5,0,0,-0.6563473642269845,0.6134905351700639,Big Spenders
13370,372,1,1509.74,United Kingdom,2,1,4,214,7,0,0,-0.6272523877142201,0.6617094445576505,Big Spenders
13371,505,2,2297.66,United Kingdom,1,2,4,124,7,0,0,-0.7626175292626222,1.2781403192042553,Big Spenders
13372,90,1,378.64,United Kingdom,3,1,2,312,6,0,0,-0.20589669319220472,-0.6102507467694399,Big Spenders
13373,61,6,7587.19,United Kingdom,3,4,5,345,12,0,0,0.4192837709101139,-0.5110498337904189,Big Spenders
13374,415,2,422.8,United Kingdom,1,2,2,122,5,0,0,-0.6944372936343625,0.8353450208308503,Big Spenders
13375,89,2,1792.23,United Kingdom,3,2,4,324,9,0,0,-0.09010714668649387,-0.5699133232219282,Big Spenders
13376,99,3,1019.76,United Kingdom,3,3,3,333,9,0,0,-0.08841689982008442,-0.5342473735130022,Big Spenders
13377,397,2,1552.88,United Kingdom,2,2,4,224,8,0,0,-0.6148924437439306,0.7834218548044888,Big Spenders
13379,26,3,572.56,United Kingdom,4,3,2,432,9,0,0,0.01389611510314548,-0.8672720001262998,Big Spenders
13380,433,1,62.4,United Kingdom,1,1,1,111,3,0,0,-0.7924927429978308,0.8956629407395161,Big Spenders
13381,32,12,8224.37,United Kingdom,4,5,5,455,14,0,0,0.8089089006091668,-0.5614680960562316,Big Spenders
13382,281,5,1387.58,United Kingdom,2,4,4,244,10,0,0,-0.27178378672493475,0.2985284308665138,Big Spenders
13383,544,1,305.28000000000003,United Kingdom,1,1,2,112,4,0,0,-0.9672063405673496,1.3914027680153223,Big Spenders
13384,31,11,6680.83,United Kingdom,4,5,5,455,14,0,0,0.6907682559586981,-0.6137944789357348,Big Spenders
13385,330,1,534.57,United Kingdom,2,1,2,212,5,0,0,-0.5998244212063717,0.4526317156362362,Big Spenders
13386,414,2,835.46,United Kingdom,1,2,3,123,6,0,0,-0.6746963886516285,0.840977106268728,Big Spenders
13387,417,1,189.44,United Kingdom,1,1,1,111,3,0,0,-0.7602123660156465,0.8281495532961691,Big Spenders
13388,131,3,1185.65,United Kingdom,3,3,3,333,9,0,0,-0.1345864487648757,-0.38899771180546405,Big Spenders
13389,11,3,797.96,United Kingdom,5,3,3,533,11,0,0,0.04881402744143978,-0.9279782520555814,Big Spenders
13390,75,1,544.08,United Kingdom,3,1,2,312,6,0,0,-0.1736045318670157,-0.6724165417465056,Big Spenders
13391,204,1,59.8,United Kingdom,2,1,1,211,4,0,0,-0.4102184229860658,-0.11494569179301893,Big Spenders
13392,677,1,91.14,United Kingdom,1,1,1,111,3,0,0,-1.1986696082725647,1.9731007981539608,Big Spenders
13393,584,4,1131.45,United Kingdom,1,3,3,133,7,0,0,-0.8411710257050982,1.619050087565481,Big Spenders
13394,2,19,6621.7,United Kingdom,5,5,5,555,15,0,0,1.1543331868653053,-0.6604807718741912,Big Spenders
13395,185,3,1180.23,United Kingdom,3,3,3,333,9,0,0,-0.22499393799288936,-0.15083511000723568,Big Spenders
13396,29,2,1360.99,United Kingdom,4,2,4,424,10,0,0,-0.008802841901483864,-0.8451822494815541,Big Spenders
13397,73,10,3191.87,United Kingdom,3,5,5,355,13,0,0,0.4156321931482464,-0.5237231135256414,Big Spenders
13398,192,2,670.34,United Kingdom,2,2,3,223,7,0,0,-0.3112278191823358,-0.14269754690127215,Big Spenders
13399,464,3,275.4,United Kingdom,1,3,1,131,5,0,0,-0.7304970393031219,1.0583279990816177,Big Spenders
13400,583,1,310.83,United Kingdom,1,1,2,112,4,0,0,-1.0320861741238496,1.5636394745264255,Big Spenders
13402,127,4,1535.13,United Kingdom,3,3,4,334,10,0,0,-0.06038664811415949,-0.3878013810916306,Big Spenders
13403,18,3,229.5,United Kingdom,5,3,1,531,9,0,0,0.01223146958976182,-0.910925642019554,Big Spenders
13404,1,2,252.49,United Kingdom,5,2,1,521,8,0,0,-0.010591067493882956,-0.9957254253201492,Big Spenders
13405,74,6,1213.811,United Kingdom,3,4,3,343,10,0,0,0.11847497150699376,-0.6088230746873212,Big Spenders
13406,427,2,568.92,United Kingdom,1,2,2,122,5,0,0,-0.7080762572488586,0.8918562070393617,Big Spenders
13407,579,3,2244.7,United Kingdom,1,3,4,134,8,0,0,-0.8362870200404429,1.613743694828545,Big Spenders
13408,2,106,51733.462,United Kingdom,5,5,5,555,15,0,-1,7.672664184151363,1.3372729334436095,Big Spenders
13410,24,9,2201.96,United Kingdom,4,5,4,454,13,0,0,0.4018871875709281,-0.774390429729629,Big Spenders
13411,107,1,213.55,United Kingdom,3,1,1,311,5,0,0,-0.24151316216480478,-0.539250708587681,Big Spenders
13412,620,1,487.35,United Kingdom,1,1,2,112,4,0,0,-1.0861393040428586,1.7312121999233343,Big Spenders
13413,640,6,429.44,United Kingdom,1,4,2,142,7,0,0,-0.8609906101511247,1.8697635664701404,Big Spenders
13414,134,6,2494.14,United Kingdom,3,4,4,344,11,0,0,0.0743537271283646,-0.31288567032729897,Big Spenders
13415,473,4,800.67,United Kingdom,1,3,3,133,7,0,0,-0.6703067195640643,1.1211706032866697,Big Spenders
13416,44,3,940.8,United Kingdom,4,3,3,433,10,0,0,-3.473782337741294e-05,-0.7788768104282313,Big Spenders
13417,5,6,1669.49,United Kingdom,5,4,4,544,13,0,0,0.253647333497849,-0.9022184229081329,Big Spenders
13418,12,31,12233.6,United Kingdom,5,5,5,555,15,0,0,2.0099841645757985,-0.3556585346307643,Big Spenders
13419,64,1,221.06,United Kingdom,3,1,1,311,5,0,0,-0.1693821393651781,-0.7288209563391,Big Spenders
13420,150,2,159.85,United Kingdom,3,2,1,321,6,0,0,-0.2634507202400346,-0.3404640606218156,Big Spenders
13421,40,8,4103.12,United Kingdom,4,4,5,445,13,0,0,0.4062089556956495,-0.6678474632455892,Big Spenders
13422,64,1,2626.3,United Kingdom,3,1,4,314,8,0,0,-0.06405256353526696,-0.6702727355210263,Big Spenders
13423,429,1,217.03,United Kingdom,1,1,1,111,3,0,0,-0.7790419611775641,0.881775488713256,Big Spenders
13424,450,1,572.77,United Kingdom,1,1,2,112,4,0,0,-0.7985296626156588,0.9831049893791822,Big Spenders
13425,108,5,3403.63,United Kingdom,3,4,5,345,12,0,0,0.1053808985235055,-0.41582207486421363,Big Spenders
13426,1,22,8167.38,United Kingdom,5,5,5,555,15,0,0,1.3803395882686387,-0.5962465114078594,Big Spenders
13427,19,6,1006.53,United Kingdom,5,4,3,543,12,0,0,0.20123773731036038,-0.8565760943816475,Big Spenders
13428,10,3,499.98,United Kingdom,5,3,2,532,10,0,0,0.037434790663780526,-0.9396445267157213,Big Spenders
13429,11,4,1006.8,United Kingdom,5,3,3,533,11,0,0,0.11017569231380628,-0.9125539254989682,Big Spenders
13430,19,2,679.45,United Kingdom,5,2,3,523,10,0,0,-0.021950471129386136,-0.9059008765866258,Big Spenders
13431,67,8,3316.24,United Kingdom,3,4,5,345,12,0,0,0.32666506478499807,-0.5678543856917166,Big Spenders
13432,571,2,439.1,United Kingdom,1,2,2,122,5,0,0,-0.9542149989573829,1.524148229397246,Big Spenders
13433,501,4,658.3199999999999,United Kingdom,1,3,3,133,7,0,0,-0.7232953561254811,1.2412656566882987,Big Spenders
13434,74,5,1666.86,United Kingdom,3,4,4,344,11,0,0,0.0860985586745418,-0.6081357353274129,Big Spenders
13435,5,9,4475.2300000000005,United Kingdom,5,5,5,555,15,0,0,0.5331641013434242,-0.8028989889255586,Big Spenders
13436,2,1,196.89,United Kingdom,5,1,1,511,7,0,0,-0.0669119078907394,-1.0030067303976804,Big Spenders
13437,14,7,3408.06,United Kingdom,5,4,5,545,14,0,0,0.36697013662917993,-0.8098417363168874,Big Spenders
13438,547,1,46.5,United Kingdom,1,1,1,111,3,0,0,-0.983548211752497,1.3983421446634965,Big Spenders
13439,255,3,986.61,United Kingdom,2,3,3,233,8,0,0,-0.35036010526982375,0.153352125852044,Big Spenders
13440,423,7,1295.25,United Kingdom,1,4,4,144,9,0,0,-0.40850873468404225,0.9435888185820597,Big Spenders
13441,92,2,720.9,United Kingdom,3,2,3,323,8,0,0,-0.1420319729366635,-0.5827529943302047,Big Spenders
13442,667,3,419.87,United Kingdom,1,3,2,132,6,0,0,-1.0631433775213093,1.957655617602513,Big Spenders
13443,449,6,1280.16,United Kingdom,1,4,4,144,9,0,0,-0.5048010071835685,1.0476151497611899,Big Spenders
13444,374,2,631.6800000000001,United Kingdom,2,2,3,223,7,0,0,-0.6168275686646947,0.6595022341537965,Big Spenders
13445,626,1,241.9,United Kingdom,1,1,1,111,3,0,0,-1.1069068838351663,1.7517146399897374,Big Spenders
13446,430,11,3881.89,United Kingdom,1,5,5,155,11,0,0,-0.09805924853756566,1.078805719328632,Big Spenders
13447,23,3,1129.14,United Kingdom,4,3,3,433,10,0,0,0.04327915793110086,-0.866962345426408,Big Spenders
13448,17,13,9240.87,United Kingdom,5,5,5,555,15,0,0,0.9306866396759101,-0.5925766802847598,Big Spenders
13449,24,1,291.88,United Kingdom,4,1,2,412,7,0,0,-0.09948811543897261,-0.9036115302398646,Big Spenders
13450,27,13,4120.04,United Kingdom,4,5,5,455,14,0,0,0.6897385566637858,-0.6730990270651077,Big Spenders
13451,26,11,7190.92,United Kingdom,4,5,5,455,14,0,0,0.7214550568719451,-0.6234422048025237,Big Spenders
13452,259,3,729.8,United Kingdom,2,3,3,233,8,0,0,-0.36828552415678667,0.16475231789460587,Big Spenders
13453,166,3,781.6899999999999,United Kingdom,3,3,3,333,9,0,0,-0.21072015654736065,-0.24438072241362982,Big Spenders
13454,641,1,219.87,United Kingdom,1,1,1,111,3,0,0,-1.132918875834314,1.8173713133604439,Big Spenders
13455,25,6,2905.93,United Kingdom,4,4,4,444,12,0,0,0.2743968096271081,-0.7838638326668245,Big Spenders
13456,18,6,1766.72,United Kingdom,5,4,4,544,13,0,0,0.23619757574180172,-0.8424844526496349,Big Spenders
13457,689,2,148.22,United Kingdom,1,2,1,121,4,0,0,-1.163991581994411,2.0377853322153854,Big Spenders
13458,7,16,11959.27,United Kingdom,5,5,5,555,15,0,0,1.2230768131832959,-0.5395118894347226,Big Spenders
13459,625,2,1160.41,United Kingdom,1,2,3,123,6,0,0,-1.0127977377892319,1.7800008531954075,Big Spenders
13460,29,2,183.44,United Kingdom,4,2,1,421,7,0,0,-0.06036977161266105,-0.873846107318744,Big Spenders
13461,39,6,4160.0,United Kingdom,4,4,5,445,13,0,0,0.3059372378667929,-0.6915572644990261,Big Spenders
13462,253,5,1153.85,United Kingdom,2,4,3,243,9,0,0,-0.2352643369715341,0.16927885862881772,Big Spenders
13464,58,6,3097.64,United Kingdom,4,4,5,445,13,0,0,0.22768814529642126,-0.6335728001664723,Big Spenders
13465,446,2,931.12,United Kingdom,1,2,3,123,6,0,0,-0.7239414294851854,0.9845172331489505,Big Spenders
